filename,num_tot_pages,num_cont_pages,num_words_full,num_words_cont,num_figures,num_tables,num_references,total_sentences,total_words,unique_words,avg_sentence_length,avg_word_length,lexical_diversity,flesch_kincaid_grade,handin_month,abstract_ts,Author,num_authors,Publication Year,primary_member_id_s,Title,Department_new
6313ecb918cc21314577e8ab_Off-road navigation using deep learning (translated Offroad navigation med deep learning).txt,58,55,15690,15199,35,0,,672.0,14655.0,2109.0,21.81,4.86,0.144,11.9,August 2022,,"Remmelgas, Kristin Anett",1,2022,6313ecb918cc21314577e8ab,Off-road navigation using deep learning|Offroad navigation med deep learning,DTU Electro
62e476c0083a77a44657f938_Indoor environment quality in offices - Development of benchmarking tools to guide optimization (translated Indeklima i .txt,158,103,25907,22556,83,38,,1064.0,18566.0,2967.0,17.45,5.19,0.16,11.3,June 2022,,"Stentoft, Jacob Gopi|Zaaimia, Ishak",1,2022,62e476c0083a77a44657f938,Indoor environment quality in offices - Development of benchmarking tools to guide optimization|Indeklima i kontorer - udvikling af et benchmarkingværktøj til optimering,DTU Construct
67c7a49ebc865a9415ef01d2_Enhanced Efficiency of D-Band InP DHBT Power Amplifier MMICs Using Low-Loss Power Combination and Interstage Matching Te.txt,78,73,13414,12750,69,11,24.0,691.0,12005.0,2189.0,17.37,4.96,0.182,10.6,February 2025,,"Birn, Anton Boldrup",1,2025,67c7a49ebc865a9415ef01d2,Enhanced Efficiency of D-Band InP DHBT Power Amplifier MMICs Using Low-Loss Power Combination and Interstage Matching Techniques|Forbedret effektivitet af D-bands InP DHBT effektforstærkere MMICs ved brug af effektkombinere og mellemtrin impedanstilpasningsnetværk med lavt tab,DTU Space
67c7a49ebc865a9415ef01d2_Enhanced Efficiency of D-Band InP DHBT Power Amplifier MMICs Using Low-Loss Power Combination and Interstage Matching Te.txt,78,73,13414,12750,69,11,24.0,691.0,12005.0,2189.0,17.37,4.96,0.182,10.6,February 2025,,"Birn, Anton Boldrup",1,2025,67c7a49ebc865a9415ef01d2,Enhanced Efficiency of D-Band InP DHBT Power Amplifier MMICs Using Low-Loss Power Combination and Interstage Matching Techniques|Forbedret effektivitet af D-bands InP DHBT effektforstærkere MMICs ved brug af effektkombinere og mellemtrin impedanstilpasningsnetværk med lavt tab,DTU Space
67c7a49ebc865a9415ef01d2_Enhanced Efficiency of D-Band InP DHBT Power Amplifier MMICs Using Low-Loss Power Combination and Interstage Matching Te.txt,78,73,13414,12750,69,11,24.0,691.0,12005.0,2189.0,17.37,4.96,0.182,10.6,February 2025,,"Birn, Anton Boldrup",1,2025,67c7a49ebc865a9415ef01d2,Enhanced Efficiency of D-Band InP DHBT Power Amplifier MMICs Using Low-Loss Power Combination and Interstage Matching Techniques|Forbedret effektivitet af D-bands InP DHBT effektforstærkere MMICs ved brug af effektkombinere og mellemtrin impedanstilpasningsnetværk med lavt tab,DTU Space
5e78a782d9001d81975c7f97_In Vitro Sensing of Histamine with Microneedle Electrodes.txt,97,97,27467,27467,0,0,,1725.0,31738.0,4367.0,18.4,3.23,0.138,3.7,,,"Iqbal, Irem",1,2020,5e78a782d9001d81975c7f97,In Vitro Sensing of Histamine with Microneedle Electrodes|In Vitro Sensing of Histamine with Microneedle Electrodes,DTU Physics
650b89b81cd56b566bff07ce_Performance of offshore foundations for jackets under extreme loading conditions (translated Udførelse af offshore funda.txt,84,76,18631,17463,87,10,,707.0,16111.0,2088.0,22.79,4.8,0.13,11.9,August 2023,,"Chatzivalasi, Styliani",1,2023,650b89b81cd56b566bff07ce,Performance of offshore foundations for jackets under extreme loading conditions|Udførelse af offshore fundamenter til jackets under ekstrem belastninger.,DTU Sustain
650b89b81cd56b566bff07ce_Performance of offshore foundations for jackets under extreme loading conditions (translated Udførelse af offshore funda.txt,84,76,18631,17463,87,10,,707.0,16111.0,2088.0,22.79,4.8,0.13,11.9,August 2023,,"Chatzivalasi, Styliani",1,2023,650b89b81cd56b566bff07ce,Performance of offshore foundations for jackets under extreme loading conditions|Udførelse af offshore fundamenter til jackets under ekstrem belastninger.,DTU Sustain
650b89b81cd56b566bff07ce_Performance of offshore foundations for jackets under extreme loading conditions (translated Udførelse af offshore funda.txt,84,76,18631,17463,87,10,,707.0,16111.0,2088.0,22.79,4.8,0.13,11.9,August 2023,,"Chatzivalasi, Styliani",1,2023,650b89b81cd56b566bff07ce,Performance of offshore foundations for jackets under extreme loading conditions|Udførelse af offshore fundamenter til jackets under ekstrem belastninger.,DTU Sustain
6337853c64323933f90ed257_Analysis of infinite arrays of microstrip patches.txt,96,72,30098,23960,52,1,22.0,1177.0,23123.0,3037.0,19.65,4.42,0.131,9.9,August 2022,,"Kogsbøll, Hans Christian Leerberg",1,2022,6337853c64323933f90ed257,Analysis of infinite arrays of microstrip patches|Analysis of infinite arrays of microstrip patches,DTU Electro
5e341991d9001d01573c14d2_Topology Optimization of Heat Exchangers (translated Topologioptimering af varmevekslere).txt,142,142,45573,45573,0,0,,3692.0,49057.0,4712.0,13.29,3.05,0.096,1.6,January 2020,,"Høghøj, Lukas Christian|Nørhave, Daniel Ruberg",1,2020,5e341991d9001d01573c14d2,Topology Optimization of Heat Exchangers|Topologioptimering af varmevekslere,DTU Construct
60f55d9fd9001d01622489a3_Pattern Matching with Variables (translated Mønstergenkendelse med variable).txt,53,53,24742,24742,16,2,17.0,1324.0,24157.0,2203.0,18.25,4.11,0.091,7.9,June 2021,,"Niewiadomski, Artur Tomasz",1,2021,60f55d9fd9001d01622489a3,Pattern Matching with Variables|Mønstergenkendelse med variable,DTU Compute
641ba6cb8672ba3c29acd33f_Development of machine learning models for feature extraction in contact maps (translated Udvikling af maskinlæringsmode.txt,52,48,12314,11624,43,12,40.0,488.0,11288.0,2204.0,23.13,5.08,0.195,12.9,September 2018,,"Chen, Chen",1,2023,641ba6cb8672ba3c29acd33f,Development of machine learning models for feature extraction in contact maps|Udvikling af maskinlæringsmodeller til udtrækning af funktioner i kontaktkort,DTU Health Tech
64e2ab9a849b2f205280143a_Automatiseret og tidlig detektion af sygdomsudbrud (translated Automated and early detection of disease outbreaks).txt,115,84,31903,25285,43,36,,1298.0,24709.0,3677.0,19.04,5.21,0.149,12.4,April 2025,,"Telkamp, Kasper Schou",1,2023,64e2ab9a849b2f205280143a,Automatiseret og tidlig detektion af sygdomsudbrud|Automated and early detection of disease outbreaks,DTU Compute
68e1b741cb4b4b15e13c525d_Symbolic knowledge and reasoning in multi-agent reinforcement learning through extension of the SymDQN framework (transl.txt,96,59,37477,24597,8,5,,1173.0,23756.0,3382.0,20.25,5.11,0.142,12.4,September 2025,,"Jørgensen, Nick",1,2025,68e1b741cb4b4b15e13c525d,Symbolic knowledge and reasoning in multi-agent reinforcement learning through extension of the SymDQN framework|Symbolsk viden og ræsonnement i multiagent-forstærkningslæring gennem udvidelse af SymDQN-rammeværket,DTU Compute
63cb3b399fb3ae1c238479e2_Automated Classification of Data from Websites (translated Automatiseret Klassificering af Data fra Websteder).txt,42,39,11557,10998,22,5,46.0,557.0,10325.0,1837.0,18.54,4.8,0.178,10.6,December 2022,,"Balsys, Patrikas",1,2022,63cb3b399fb3ae1c238479e2,Automated Classification of Data from Websites|Automatiseret Klassificering af Data fra Websteder,DTU Compute
67f0750350e1e912f322623c_Logical Fallacy detection using LLMs (translated Detektion af logiske fejlslutninger ved brug af LMM'er).txt,62,55,16797,15542,13,16,39.0,761.0,15527.0,2740.0,20.4,5.45,0.176,13.1,September 2024,,"Katiforis, Eleftherios",1,2025,67f0750350e1e912f322623c,Logical Fallacy detection using LLMs|Detektion af logiske fejlslutninger ved brug af LMM'er,DTU Compute
67f0750350e1e912f322623c_Logical Fallacy detection using LLMs (translated Detektion af logiske fejlslutninger ved brug af LMM'er).txt,62,55,16797,15542,13,16,39.0,761.0,15527.0,2740.0,20.4,5.45,0.176,13.1,September 2024,,"Katiforis, Eleftherios",1,2025,67f0750350e1e912f322623c,Logical Fallacy detection using LLMs|Detektion af logiske fejlslutninger ved brug af LMM'er,DTU Compute
6040ce45d9001d01650055b2_Printable and cell-deformable bio-inks for skeletal muscle tissue models (translated Deformerbare printmaterialer til bi.txt,81,63,29574,25558,64,7,53.0,1186.0,24992.0,2924.0,21.07,4.58,0.117,10.9,February 2021,,"Høier, Freja",1,2021,6040ce45d9001d01650055b2,Printable and cell-deformable bio-inks for skeletal muscle tissue models|Deformerbare printmaterialer til bio-print af skeletmuskulatur,DTU Health Tech
6040ce45d9001d01650055b2_Printable and cell-deformable bio-inks for skeletal muscle tissue models (translated Deformerbare printmaterialer til bi.txt,81,63,29574,25558,64,7,53.0,1186.0,24992.0,2924.0,21.07,4.58,0.117,10.9,February 2021,,"Høier, Freja",1,2021,6040ce45d9001d01650055b2,Printable and cell-deformable bio-inks for skeletal muscle tissue models|Deformerbare printmaterialer til bio-print af skeletmuskulatur,DTU Health Tech
5efdc16fd9001d0169116f99_Radiant ceiling combined with diffuse ventilation - thermal performance of reduced-scale experiment (translated Køleloft.txt,115,65,16017,15375,40,17,28.0,744.0,14863.0,2364.0,19.98,4.88,0.159,11.4,,,"Andersen, Julie Rostgaard",1,2020,5efdc16fd9001d0169116f99,Radiant ceiling combined with diffuse ventilation - thermal performance of reduced-scale experiment|Køleloft med diffus ventilation - termisk performance fra eksperimentelt skalaforsøg,DTU Construct
67c5016b30b70a9415cfb98e_Moisture conditions in biobased floor structures close to terrain – a theoretical and practical analysis (translated Fug.txt,208,113,55500,42817,155,26,94.0,1703.0,31415.0,3691.0,18.45,5.06,0.117,10.9,February 2025,,"Thune, Viktoria Visborg",1,2025,67c5016b30b70a9415cfb98e,Moisture conditions in biobased floor structures close to terrain – a theoretical and practical analysis|Fugtforhold i biobaserede gulvkonstruktioner tæt pa terræn – en teoretisk og praktisk analyse,DTU Construct
60ead18dd9001d016224892a_Energy implications for reducing COVID-19 risk in schools by means of different airing solutions (translated Energiforbr.txt,54,49,16674,15276,22,13,55.0,669.0,14337.0,2168.0,21.43,4.99,0.151,12.2,June 2021,,"Tsafara, Anna Theou",1,2021,60ead18dd9001d016224892a,Energy implications for reducing COVID-19 risk in schools by means of different airing solutions|Energiforbrug til ventilation i skolebygninger som sikrer lav risiko af COVID-19,DTU Construct
60ead18dd9001d016224892a_Energy implications for reducing COVID-19 risk in schools by means of different airing solutions (translated Energiforbr.txt,54,49,16674,15276,22,13,55.0,669.0,14337.0,2168.0,21.43,4.99,0.151,12.2,June 2021,,"Tsafara, Anna Theou",1,2021,60ead18dd9001d016224892a,Energy implications for reducing COVID-19 risk in schools by means of different airing solutions|Energiforbrug til ventilation i skolebygninger som sikrer lav risiko af COVID-19,DTU Construct
66c28d4f3fd7d9e8f3de4185_Computational software for stochastic optimal power flow with dynamical constraints (translated Matematisk software til .txt,46,42,13451,12697,9,7,10.0,731.0,12235.0,2545.0,16.74,5.02,0.208,10.7,,,"Majgaard, Simon",1,2024,66c28d4f3fd7d9e8f3de4185,Computational software for stochastic optimal power flow with dynamical constraints|Matematisk software til stokastisk optimal power flow med dynamiske bibetingelser,DTU Compute
631e78b76304404540b6d028_Reliability via Active Connectivity for the Internet of Robotic Things (IoRT) (translated Palideligheden af activ forbin.txt,64,61,17948,17166,17,1,,755.0,16813.0,2367.0,22.27,4.71,0.141,11.3,September 2012,,"Grétarsson, Brynjar Örn",1,2022,631e78b76304404540b6d028,Reliability via Active Connectivity for the Internet of Robotic Things (IoRT)|Palideligheden af activ forbindelse for Internet of Robotic Things (IoRT),DTU Compute
642cbc38aeac8f3d3c46afaa_Decentralised softening of drinking water in Denmark Field investigations of water quality (translated Decentral blødgør.txt,102,69,34428,25624,49,34,,1224.0,24093.0,3203.0,19.68,5.17,0.133,12.3,March 2023,,"Nørregaard, Agnete Marie|Thiim, Thea Catrine",1,2023,642cbc38aeac8f3d3c46afaa,Decentralised softening of drinking water in Denmark: Field investigations of water quality|Decentral blødgøring af drikkevand i Danmark: Feltundersøgelser af vandkvalitet,DTU Sustain
642cbc38aeac8f3d3c46afaa_Decentralised softening of drinking water in Denmark Field investigations of water quality (translated Decentral blødgør.txt,102,69,34428,25624,49,34,,1224.0,24093.0,3203.0,19.68,5.17,0.133,12.3,March 2023,,"Nørregaard, Agnete Marie|Thiim, Thea Catrine",1,2023,642cbc38aeac8f3d3c46afaa,Decentralised softening of drinking water in Denmark: Field investigations of water quality|Decentral blødgøring af drikkevand i Danmark: Feltundersøgelser af vandkvalitet,DTU Sustain
642cbc38aeac8f3d3c46afaa_Decentralised softening of drinking water in Denmark Field investigations of water quality (translated Decentral blødgør.txt,102,69,34428,25624,49,34,,1224.0,24093.0,3203.0,19.68,5.17,0.133,12.3,March 2023,,"Nørregaard, Agnete Marie|Thiim, Thea Catrine",1,2023,642cbc38aeac8f3d3c46afaa,Decentralised softening of drinking water in Denmark: Field investigations of water quality|Decentral blødgøring af drikkevand i Danmark: Feltundersøgelser af vandkvalitet,DTU Sustain
65ff7d57d2c7231e2ec08cec_Nonlinear Fault-Tolerant Control for Wind Turbine Hydraulic Pitch System (translated Ulineær fejltolerant regulering til.txt,80,73,20469,18852,36,17,45.0,894.0,17348.0,3069.0,19.4,5.13,0.177,11.6,May 1073,,"Schermann, Patrik",1,2024,65ff7d57d2c7231e2ec08cec,Nonlinear Fault-Tolerant Control for Wind Turbine Hydraulic Pitch System|Ulineær fejltolerant regulering til hydraulisk pitchsystem,DTU Electro
5d21d367d9001d2d454f054d_Roll and Pitch Control of a Remotely Operated Vehicle (translated Roll og pitchkontrol af et fjernbetjent køretøj).txt,68,65,14601,14560,28,3,12.0,728.0,12853.0,2547.0,17.66,4.48,0.198,9.4,January 2019,,"Velasco, Alejandro Garcia-Vaquero",1,2019,5d21d367d9001d2d454f054d,Roll and Pitch Control of a Remotely Operated Vehicle|Roll og pitchkontrol af et fjernbetjent køretøj,DTU Electro
65d54d4f534e723390050f1f_Udvikling af et træningsværktøj til detektering af ansigtsbilledmanipulation ved hjælp af øjensporingsdata fra menneskel.txt,80,76,22288,20983,50,10,72.0,1049.0,19902.0,3474.0,18.97,5.76,0.175,14.6,July 1167,,"Jagiello, Janusz Marcin",1,2024,65d54d4f534e723390050f1f,Udvikling af et træningsværktøj til detektering af ansigtsbilledmanipulation ved hjælp af øjensporingsdata fra menneskelige supergenkendere|Udvikling af et værktøj til registrering af manipulerede ansigtsbilleder ved brug af øjensporingsdata fra menneskelige supergenkendere,DTU Compute
64c5aa9cc5f0021f4fe4039e_Radial gas-foil bearings with adjustable gap and injection pressure- An experimental investigation (translated Radiale g.txt,196,115,29768,24219,258,14,8.0,1112.0,22319.0,2119.0,20.07,4.78,0.095,11.0,June 2023,,"Magar, Santosh Thapa",1,2023,64c5aa9cc5f0021f4fe4039e,Radial gas-foil bearings with adjustable gap and injection pressure- An experimental investigation|Radiale gas folie lejer med justerbar abning og indsprøjtnings tryk - en eksperimentel undersøgelse,DTU Construct
64c5aa9cc5f0021f4fe4039e_Radial gas-foil bearings with adjustable gap and injection pressure- An experimental investigation (translated Radiale g.txt,196,115,29768,24219,258,14,8.0,1112.0,22319.0,2119.0,20.07,4.78,0.095,11.0,June 2023,,"Magar, Santosh Thapa",1,2023,64c5aa9cc5f0021f4fe4039e,Radial gas-foil bearings with adjustable gap and injection pressure- An experimental investigation|Radiale gas folie lejer med justerbar abning og indsprøjtnings tryk - en eksperimentel undersøgelse,DTU Construct
650a38388ad35f566bff856b_Design and Implementation of a 1U CubeSat Simulation Platform (translated Design og implementering af en 1 U CubeSat sim.txt,135,70,39646,22728,57,9,41.0,1244.0,20095.0,2998.0,16.15,5.24,0.149,11.1,February 2026,,"Perez, Francisco Jesus Acien",1,2023,650a38388ad35f566bff856b,Design and Implementation of a 1U CubeSat Simulation Platform|Design og implementering af en 1 U CubeSat simuleringsplatform,DTU Space
650a38388ad35f566bff856b_Design and Implementation of a 1U CubeSat Simulation Platform (translated Design og implementering af en 1 U CubeSat sim.txt,135,70,39646,22728,57,9,41.0,1244.0,20095.0,2998.0,16.15,5.24,0.149,11.1,February 2026,,"Perez, Francisco Jesus Acien",1,2023,650a38388ad35f566bff856b,Design and Implementation of a 1U CubeSat Simulation Platform|Design og implementering af en 1 U CubeSat simuleringsplatform,DTU Space
68ae4cec1b08c78f097b7a66_Brain-to-Text Translation Using Deep Learning and LLMs (translated Hjerne-til-tekst-oversættelse ved hjælp af deep learn.txt,60,51,20492,17818,8,13,25.0,919.0,17808.0,3787.0,19.38,5.5,0.213,13.2,July 9081,,"Collautti, Enrico",1,2025,68ae4cec1b08c78f097b7a66,Brain-to-Text Translation Using Deep Learning and LLMs|Hjerne-til-tekst-oversættelse ved hjælp af deep learning og LLM'er,DTU Health Tech
65de88086a648c0174c5ba67_Interactive video object segmentation with click-based label propagation (translated Interaktiv videoobjektsegmentering .txt,60,57,15987,15843,41,4,26.0,918.0,15353.0,2279.0,16.72,5.17,0.148,10.7,January 2024,,"Fayad, Thomas Faissal",1,2024,65de88086a648c0174c5ba67,Interactive video object segmentation with click-based label propagation|Interaktiv videoobjektsegmentering med klikbaseret etiketudbredelse,DTU Compute
68b635cf7331c18f09df8b56_Corrosion Mechanisms in Electronics under Humid and Gaseous Environments (translated Korrosionsmekanismer i elektronik u.txt,92,81,36099,33288,85,4,84.0,1615.0,30899.0,3361.0,19.13,5.11,0.109,11.9,August 2025,,"Vazquez, Jackeline Vicente",1,2025,68b635cf7331c18f09df8b56,Corrosion Mechanisms in Electronics under Humid and Gaseous Environments|Korrosionsmekanismer i elektronik under fugtige og gasformige omgivelser,DTU Construct
5d651012d9001d452b768557_Using your own voice to train auditory short-term memory (translated Brug din egen stemme til at uddanne lydhukommelse).txt,82,73,31278,28319,13,6,,1370.0,27380.0,2961.0,19.99,4.79,0.108,10.8,July 2019,,"Forma, Loïc Jean Pierre",1,2019,5d651012d9001d452b768557,Using your own voice to train  auditory short-term memory|Brug din egen stemme til at uddanne lydhukommelse,DTU Electro
5d651012d9001d452b768557_Using your own voice to train auditory short-term memory (translated Brug din egen stemme til at uddanne lydhukommelse).txt,82,73,31278,28319,13,6,,1370.0,27380.0,2961.0,19.99,4.79,0.108,10.8,July 2019,,"Forma, Loïc Jean Pierre",1,2019,5d651012d9001d452b768557,Using your own voice to train  auditory short-term memory|Brug din egen stemme til at uddanne lydhukommelse,DTU Electro
5efdc167d9001d0169116f81_Assessment of measurements from NASA's ICESat-2 photon counting laser altimeter in the Baltic Sea to support ice mapping.txt,132,132,0,0,0,0,,,,,,,,,,,"Hansen, Renée Mie Fredensborg",1,2020,5efdc167d9001d0169116f81,Assessment of measurements from NASA's ICESat-2 photon counting laser altimeter in the Baltic Sea to support ice mapping estimates of ridging and local bathymetry|Anvendelse af malinger fra NASA's ICESat-2 foton laser altimeter i den Baltiske Bugt til at understøtte iskortlægning af isskruninger og lokale dybdemalinger,DTU Space
5efdc167d9001d0169116f81_Assessment of measurements from NASA's ICESat-2 photon counting laser altimeter in the Baltic Sea to support ice mapping.txt,132,132,0,0,0,0,,,,,,,,,,,"Hansen, Renée Mie Fredensborg",1,2020,5efdc167d9001d0169116f81,Assessment of measurements from NASA's ICESat-2 photon counting laser altimeter in the Baltic Sea to support ice mapping estimates of ridging and local bathymetry|Anvendelse af malinger fra NASA's ICESat-2 foton laser altimeter i den Baltiske Bugt til at understøtte iskortlægning af isskruninger og lokale dybdemalinger,DTU Space
5efdc167d9001d0169116f81_Assessment of measurements from NASA's ICESat-2 photon counting laser altimeter in the Baltic Sea to support ice mapping.txt,132,132,0,0,0,0,,,,,,,,,,,"Hansen, Renée Mie Fredensborg",1,2020,5efdc167d9001d0169116f81,Assessment of measurements from NASA's ICESat-2 photon counting laser altimeter in the Baltic Sea to support ice mapping estimates of ridging and local bathymetry|Anvendelse af malinger fra NASA's ICESat-2 foton laser altimeter i den Baltiske Bugt til at understøtte iskortlægning af isskruninger og lokale dybdemalinger,DTU Space
68841cc4b47df20102b023e0_Approximation Algorithms for Replenishment Problems with Fixed Turnover Times (translated Approksimations algoritmer til.txt,34,34,14282,14282,5,0,2.0,877.0,14120.0,1287.0,16.1,3.92,0.091,6.8,June 2025,,"Hermansen, Hans Henrik",1,2025,68841cc4b47df20102b023e0,Approximation Algorithms for Replenishment Problems with Fixed Turnover Times|Approksimations algoritmer til genopfyldningsproblemer med faste omsætningstider,DTU Compute
63fd545540e40491f7cc0de3_Data-driven digital twins for monitoring and control of electricity distribution net (translated Data-drevne digitale tv.txt,134,115,47532,44485,94,22,36.0,1484.0,32676.0,3477.0,22.02,4.94,0.106,12.5,January 2023,,"Villesen, Ida Bukh|Hansen, Helena Charlotte",1,2023,63fd545540e40491f7cc0de3,Data-driven digital twins for monitoring and control of electricity distribution net|Data-drevne digitale tvillinger for overvagning og styring af elnet,DTU Compute
68a3c0ccf50fd20102002f6f_Enzymatic hydrolysis and fermentation of cork powder to produce biosurfactants (translated Enzymatisk hydrolyse og ferme.txt,69,57,22597,17922,26,8,157.0,962.0,16818.0,3580.0,17.48,5.58,0.213,12.9,July 2025,,"Muñoz, Ignacio Sánchez",1,2025,68a3c0ccf50fd20102002f6f,Enzymatic hydrolysis and fermentation of cork powder to produce biosurfactants|Enzymatisk hydrolyse og fermentering af korkpulver til fremstilling af biooverfladeaktive stoffer,DTU Bioengineering
68a3c0ccf50fd20102002f6f_Enzymatic hydrolysis and fermentation of cork powder to produce biosurfactants (translated Enzymatisk hydrolyse og ferme.txt,69,57,22597,17922,26,8,157.0,962.0,16818.0,3580.0,17.48,5.58,0.213,12.9,July 2025,,"Muñoz, Ignacio Sánchez",1,2025,68a3c0ccf50fd20102002f6f,Enzymatic hydrolysis and fermentation of cork powder to produce biosurfactants|Enzymatisk hydrolyse og fermentering af korkpulver til fremstilling af biooverfladeaktive stoffer,DTU Bioengineering
65f0fcd8db22ae1637cd149e_LiDAR-based navigation of de-icing trucks in airport environments.txt,131,127,31273,30580,62,13,43.0,1570.0,27500.0,3672.0,17.52,5.06,0.134,10.7,February 8220,,"Dethlefsen, Lars Arnold|Nøbbe, Andreas Fabian Emiliussen",1,2024,65f0fcd8db22ae1637cd149e,LiDAR-based navigation of de-icing trucks in airport environments|LiDAR-based navigation of de-icing trucks in airport environments,DTU Electro
60b76728d9001d016e145b31_Design of electric vehicle smart charging strategies to maximize self-consumption of a hybrid power plant (translated De.txt,98,98,30302,30302,0,0,,2701.0,35265.0,4136.0,13.06,2.99,0.117,1.6,,,"Delgado, Adelaida Gonzalez",1,2021,60b76728d9001d016e145b31,Design of electric vehicle smart charging strategies to maximize self-consumption of a hybrid power plant|Design af intelligent opladning strategier til elbiler for at maksimere egetforbrug af et hybridkraftværk,DTU Electro
687d8560294cae0102693ccd_Integration of biomolecular simulations and free energy calculations to study changes in protein stability in protein va.txt,67,49,24118,19924,25,9,77.0,990.0,18796.0,2863.0,18.99,5.62,0.152,13.7,June 2025,,"Christensen, Laura Kappel",1,2025,687d8560294cae0102693ccd,Integration of  biomolecular simulations and free energy calculations to study changes in protein stability in protein variants|Integration af biomolekylære simuleringer og beregninger af fri energi til undersøgelse af ændringer i protein-stabilitet i proteinvarianter.,DTU Health Tech
687d8560294cae0102693ccd_Integration of biomolecular simulations and free energy calculations to study changes in protein stability in protein va.txt,67,49,24118,19924,25,9,77.0,990.0,18796.0,2863.0,18.99,5.62,0.152,13.7,June 2025,,"Christensen, Laura Kappel",1,2025,687d8560294cae0102693ccd,Integration of  biomolecular simulations and free energy calculations to study changes in protein stability in protein variants|Integration af biomolekylære simuleringer og beregninger af fri energi til undersøgelse af ændringer i protein-stabilitet i proteinvarianter.,DTU Health Tech
64c6fc354949871f4fe1c428_Conceptualisation of a Single Point Mooring System for Floating Offshore Wind turbines (translated Konceptualisering af .txt,236,91,52747,38833,52,2,58.0,1838.0,31524.0,3735.0,17.15,5.07,0.118,10.1,July 2023,,"Brun, Nikolaj Christian Constantin",1,2023,64c6fc354949871f4fe1c428,Conceptualisation of a Single Point Mooring System for Floating Offshore Wind turbines|Konceptualisering af et single-point forankringssystem til flydende havvindmøller,DTU Construct
5e7ded8ad9001d016d012ce8_Petrophysical log interpretation in deviated wells (translated Petrofysisk logtolkning i afbøjede boringer).txt,141,105,27765,21199,99,20,57.0,1117.0,16337.0,2613.0,14.63,5.07,0.16,9.9,February 2020,,"Eya, Ebuka Malachi",1,2020,5e7ded8ad9001d016d012ce8,Petrophysical log interpretation in deviated wells|Petrofysisk logtolkning i afbøjede boringer,DTU Construct
5e7ded8ad9001d016d012ce8_Petrophysical log interpretation in deviated wells (translated Petrofysisk logtolkning i afbøjede boringer).txt,141,105,27765,21199,99,20,57.0,1117.0,16337.0,2613.0,14.63,5.07,0.16,9.9,February 2020,,"Eya, Ebuka Malachi",1,2020,5e7ded8ad9001d016d012ce8,Petrophysical log interpretation in deviated wells|Petrofysisk logtolkning i afbøjede boringer,DTU Construct
5e7ded8ad9001d016d012ce8_Petrophysical log interpretation in deviated wells (translated Petrofysisk logtolkning i afbøjede boringer).txt,141,105,27765,21199,99,20,57.0,1117.0,16337.0,2613.0,14.63,5.07,0.16,9.9,February 2020,,"Eya, Ebuka Malachi",1,2020,5e7ded8ad9001d016d012ce8,Petrophysical log interpretation in deviated wells|Petrofysisk logtolkning i afbøjede boringer,DTU Construct
68b7874f6477288f091cc3d8_Assessing Speech Intelligibility and Privacy Conditions in Intensive Care Unit Settings Using Objective and Subjective F.txt,48,37,14084,12018,15,19,22.0,533.0,11561.0,2315.0,21.69,5.19,0.2,12.9,April 2026,,"Aiken, Conn",1,2025,68b7874f6477288f091cc3d8,Assessing Speech Intelligibility and Privacy Conditions in Intensive Care Unit Settings Using Objective and Subjective Factors|Vurdering af taleforstaelighed og privatlivsforhold i indstillinger for intensivafdelinger ved hjælp af objektive og subjektive faktorer.,DTU Electro
67f5bb09d860a912f34be0da_Computational Experimentation and Optimisation of Pharmaceutical Manufacturing Equipment (translated Simulationsbaseret .txt,88,68,25989,17433,39,17,28.0,973.0,16931.0,3061.0,17.4,5.26,0.181,11.6,March 2025,,"Palsbøll, Christoffer Eger|Hjort, Gustav|Reventlow, Niels Pildal",1,2025,67f5bb09d860a912f34be0da,Computational Experimentation and Optimisation of Pharmaceutical Manufacturing Equipment|Simulationsbaseret eksperimentering og optimering af farmaceutisk fremstillingsudstyr,DTU Construct
67f5bb0a44644812f303f801_Product Platforms as enablers for reuse (translated Produktplatforme som strategi for genbrug).txt,67,62,16241,15506,12,30,,820.0,15550.0,2398.0,18.96,5.86,0.154,14.3,April 2025,,"Pange, Foteini",1,2025,67f5bb0a44644812f303f801,Product Platforms as enablers for reuse|Produktplatforme som strategi for genbrug,DTU Engineering Technology
6043713cd9001d016e35815d_Condensed Liquid Protein Based Lubricants (translated Protein-baserede kondenserede væsker som smøremiddel).txt,77,63,22152,21343,48,3,,1063.0,20731.0,2798.0,19.5,4.97,0.135,11.1,,,"Lund, Andreas Ole",1,2021,6043713cd9001d016e35815d,Condensed Liquid Protein Based Lubricants|Protein-baserede kondenserede væsker som smøremiddel,DTU Bioengineering
6214d29a72968d235e83dda6_Functionalization of Si-based high contrast grating sensor chip for troponin detection (translated Funktionalisering af .txt,56,51,17361,16219,50,0,41.0,737.0,15807.0,2641.0,21.45,5.1,0.167,12.6,January 2022,,"Stounbjerg, Peter Groth",1,2022,6214d29a72968d235e83dda6,Functionalization of Si-based high contrast grating sensor chip for troponin detection|Funktionalisering af sensor chip lavet af silicium baserede høj kontrast gitre til detektion af troponin,DTU Health Tech
62f98eb543534303a4a6fbcf_Designing nonlinear metasurfaces for UV light waves.txt,26,26,4813,4813,11,0,11.0,241.0,4703.0,1206.0,19.51,4.5,0.256,10.5,January 2026,,"Huld, Christoffer Juul",1,2022,62f98eb543534303a4a6fbcf,Designing nonlinear metasurfaces for UV light waves|Designing nonlinear metasurfaces for UV light waves,DTU Electro
